#filename;number_of_modules;lines_of_code;lines_of_code_per_module;McCabes_cyclomatic_complexity;McCabes_cyclomatic_complexity_per_module;lines_of_comment;lines_of_comment_per_module;lines_of_code_per_line_of_comment;McCabes_cyclomatic_complexity_per_line_of_comment;IF4;IF4_per_module;IF4_visible;IF4_visible_per_module;IF4_concrete;IF4_concrete;rejected_lines_of_code
csvs/08_22363_50.csv;2;79;39.500;13;6.500;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_22366_50.csv;2;79;39.500;13;6.500;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_2237_50.csv;1;30;30.000;5;5.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;2
csvs/08_22427_50.csv;1;42;42.000;15;15.000;4;4.000;10.500;3.750;0;0.000;0;0.000;0;0.000;4
csvs/08_22430_50.csv;1;42;42.000;15;15.000;4;4.000;10.500;3.750;0;0.000;0;0.000;0;0.000;4
csvs/08_22434_50.csv;1;48;48.000;20;20.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_22438_50.csv;1;48;48.000;20;20.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_22441_25.csv;1;22;22.000;6;6.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;2
csvs/08_22444_25.csv;1;23;23.000;6;6.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;3
csvs/08_2244_50.csv;1;30;30.000;5;5.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;2
csvs/08_22448_25.csv;1;64;64.000;17;17.000;1;1.000;64.000;17.000;0;0.000;0;0.000;0;0.000;3
csvs/08_22452_25.csv;1;68;68.000;19;19.000;4;4.000;17.000;4.750;0;0.000;0;0.000;0;0.000;6
csvs/08_22456_25.csv;1;68;68.000;19;19.000;4;4.000;17.000;4.750;0;0.000;0;0.000;0;0.000;6
csvs/08_22460_25.csv;2;30;15.000;9;4.500;0;0.000;******;******;0;0.000;0;0.000;0;0.000;2
csvs/08_22464_25.csv;1;38;38.000;9;9.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;2
csvs/08_22466_20.csv;1;96;96.000;37;37.000;5;5.000;19.200;7.400;0;0.000;0;0.000;0;0.000;6
csvs/08_22470_20.csv;1;41;41.000;23;23.000;1;1.000;41.000;23.000;0;0.000;0;0.000;0;0.000;3
csvs/08_22474_20.csv;1;27;27.000;9;9.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;2
csvs/08_22479_5.csv;1;75;75.000;20;20.000;10;10.000;7.500;2.000;0;0.000;0;0.000;0;0.000;9
csvs/08_22488_25.csv;2;98;49.000;21;10.500;1;0.500;98.000;21.000;0;0.000;0;0.000;0;0.000;5
csvs/08_22492_25.csv;2;98;49.000;21;10.500;1;0.500;98.000;21.000;0;0.000;0;0.000;0;0.000;5
csvs/08_22496_15.csv;1;55;55.000;11;11.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;5
csvs/08_22500_15.csv;1;57;57.000;11;11.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;6
csvs/08_22508_30.csv;1;44;44.000;12;12.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;6
csvs/08_22510_30.csv;1;76;76.000;21;21.000;2;2.000;38.000;10.500;0;0.000;0;0.000;0;0.000;7
csvs/08_22512_30.csv;1;76;76.000;21;21.000;2;2.000;38.000;10.500;0;0.000;0;0.000;0;0.000;7
csvs/08_22514_65.csv;1;28;28.000;5;5.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;3
csvs/08_2251_50.csv;1;91;91.000;23;23.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_22516_65.csv;1;28;28.000;5;5.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;3
csvs/08_22518_65.csv;1;32;32.000;11;11.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_22521_65.csv;1;35;35.000;12;12.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;5
csvs/08_22523_65.csv;1;40;40.000;10;10.000;4;4.000;10.000;2.500;0;0.000;0;0.000;0;0.000;4
csvs/08_22525_25.csv;1;85;85.000;18;18.000;2;2.000;42.500;9.000;0;0.000;0;0.000;0;0.000;6
csvs/08_22527_25.csv;1;85;85.000;18;18.000;2;2.000;42.500;9.000;0;0.000;0;0.000;0;0.000;6
csvs/08_22529_25.csv;1;61;61.000;14;14.000;1;1.000;61.000;14.000;0;0.000;0;0.000;0;0.000;2
csvs/08_22532_25.csv;1;36;36.000;10;10.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_22535_15.csv;1;48;48.000;21;21.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_22536_15.csv;1;39;39.000;14;14.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;6
csvs/08_22547_75.csv;1;40;40.000;14;14.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_22549_75.csv;1;40;40.000;14;14.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_2256_50.csv;1;91;91.000;23;23.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_22570_75.csv;1;56;56.000;17;17.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;5
csvs/08_22584_85.csv;1;42;42.000;14;14.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;3
csvs/08_22587_85.csv;1;50;50.000;19;19.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_22591_85.csv;1;50;50.000;19;19.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_22595_85.csv;1;38;38.000;12;12.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;3
csvs/08_22598_85.csv;1;58;58.000;21;21.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;5
csvs/08_22604_75.csv;1;75;75.000;27;27.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;7
csvs/08_22606_75.csv;1;75;75.000;27;27.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;7
csvs/08_22608_75.csv;1;31;31.000;9;9.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_22611_75.csv;1;93;93.000;28;28.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;5
csvs/08_22613_12.csv;1;57;57.000;10;10.000;41;41.000;1.390;0.244;0;0.000;0;0.000;0;0.000;3
csvs/08_22616_12.csv;1;107;107.000;61;61.000;30;30.000;3.567;2.033;0;0.000;0;0.000;0;0.000;7
csvs/08_2262_25.csv;1;89;89.000;30;30.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;2
csvs/08_2268_25.csv;1;89;89.000;30;30.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;2
csvs/08_22694_75.csv;1;100;100.000;21;21.000;3;3.000;33.333;7.000;0;0.000;0;0.000;0;0.000;13
csvs/08_22697_75.csv;1;100;100.000;21;21.000;3;3.000;33.333;7.000;0;0.000;0;0.000;0;0.000;13
csvs/08_22705_50.csv;1;78;78.000;20;20.000;2;2.000;39.000;10.000;0;0.000;0;0.000;0;0.000;5
csvs/08_22709_50.csv;1;80;80.000;20;20.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;5
csvs/08_22712_50.csv;1;92;92.000;17;17.000;2;2.000;46.000;8.500;0;0.000;0;0.000;0;0.000;4
csvs/08_22715_50.csv;1;94;94.000;17;17.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_22719_15.csv;1;58;58.000;11;11.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;5
csvs/08_2272_25.csv;1;46;46.000;18;18.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_22723_15.csv;1;102;102.000;26;26.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;6
csvs/08_22728_40.csv;1;54;54.000;12;12.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;2
csvs/08_22732_40.csv;1;54;54.000;12;12.000;1;1.000;54.000;12.000;0;0.000;0;0.000;0;0.000;3
csvs/08_22734_40.csv;1;46;46.000;16;16.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;3
csvs/08_22737_40.csv;1;41;41.000;9;9.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;3
csvs/08_22741_15.csv;1;64;64.000;15;15.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;3
csvs/08_22745_15.csv;1;41;41.000;9;9.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;3
csvs/08_22749_15.csv;1;73;73.000;13;13.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;9
csvs/08_2277_25.csv;1;47;47.000;11;11.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;2
csvs/08_22814_50.csv;1;76;76.000;13;13.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;0
csvs/08_22817_50.csv;1;76;76.000;13;13.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;0
csvs/08_22822_50.csv;1;116;116.000;25;25.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_22825_50.csv;1;116;116.000;25;25.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_22828_25.csv;1;31;31.000;5;5.000;2;2.000;15.500;2.500;0;0.000;0;0.000;0;0.000;3
csvs/08_22831_25.csv;1;31;31.000;5;5.000;2;2.000;15.500;2.500;0;0.000;0;0.000;0;0.000;3
csvs/08_2283_15.csv;1;121;121.000;36;36.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_22834_25.csv;1;85;85.000;27;27.000;8;8.000;10.625;3.375;0;0.000;0;0.000;0;0.000;3
csvs/08_22890_75.csv;1;53;53.000;14;14.000;15;15.000;3.533;0.933;0;0.000;0;0.000;0;0.000;1
csvs/08_22892_75.csv;1;53;53.000;14;14.000;15;15.000;3.533;0.933;0;0.000;0;0.000;0;0.000;1
csvs/08_22894_75.csv;1;164;164.000;29;29.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;2
csvs/08_22897_75.csv;1;164;164.000;29;29.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;2
csvs/08_2290_15.csv;1;50;50.000;18;18.000;1;1.000;50.000;18.000;0;0.000;0;0.000;0;0.000;6
csvs/08_22901_75.csv;1;142;142.000;45;45.000;5;5.000;28.400;9.000;0;0.000;0;0.000;0;0.000;3
csvs/08_22905_75.csv;1;142;142.000;45;45.000;5;5.000;28.400;9.000;0;0.000;0;0.000;0;0.000;3
csvs/08_22909_15.csv;1;29;29.000;8;8.000;2;2.000;14.500;4.000;0;0.000;0;0.000;0;0.000;1
csvs/08_22913_15.csv;1;29;29.000;8;8.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_22921_50.csv;1;40;40.000;5;5.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_22926_50.csv;1;40;40.000;5;5.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_22931_50.csv;1;40;40.000;10;10.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_22936_50.csv;1;40;40.000;10;10.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_22939_25.csv;1;25;25.000;1;1.000;0;0.000;******;------;0;0.000;0;0.000;0;0.000;1
csvs/08_22940_25.csv;1;25;25.000;1;1.000;0;0.000;******;------;0;0.000;0;0.000;0;0.000;1
csvs/08_22943_25.csv;1;33;33.000;12;12.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;3
csvs/08_22945_70.csv;1;59;59.000;33;33.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;3
csvs/08_22948_70.csv;1;59;59.000;33;33.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;3
csvs/08_22952_70.csv;1;17;17.000;2;2.000;0;0.000;------;------;0;0.000;0;0.000;0;0.000;1
csvs/08_22955_70.csv;1;17;17.000;3;3.000;0;0.000;------;------;0;0.000;0;0.000;0;0.000;1
csvs/08_22960_70.csv;1;39;39.000;3;3.000;0;0.000;******;------;0;0.000;0;0.000;0;0.000;3
csvs/08_22965_70.csv;1;39;39.000;3;3.000;0;0.000;******;------;0;0.000;0;0.000;0;0.000;3
csvs/08_22969_70.csv;1;25;25.000;3;3.000;0;0.000;******;------;0;0.000;0;0.000;0;0.000;1
csvs/08_22973_15.csv;1;49;49.000;25;25.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_22977_15.csv;1;18;18.000;3;3.000;0;0.000;------;------;0;0.000;0;0.000;0;0.000;2
csvs/08_2297_7.csv;1;91;91.000;29;29.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;3
csvs/08_22981_52.csv;1;54;54.000;16;16.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;6
csvs/08_22985_52.csv;1;53;53.000;16;16.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;6
csvs/08_22988_52.csv;1;51;51.000;7;7.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;5
csvs/08_22990_52.csv;1;51;51.000;7;7.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;5
csvs/08_22994_52.csv;1;35;35.000;6;6.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;2
csvs/08_22997_29.csv;1;26;26.000;5;5.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;2
csvs/08_22999_29.csv;1;49;49.000;11;11.000;38;38.000;1.289;0.289;0;0.000;0;0.000;0;0.000;7
csvs/08_23002_29.csv;1;98;98.000;46;46.000;1;1.000;98.000;46.000;0;0.000;0;0.000;0;0.000;7
csvs/08_23005_29.csv;1;33;33.000;8;8.000;1;1.000;33.000;8.000;0;0.000;0;0.000;0;0.000;4
csvs/08_23009_29.csv;1;61;61.000;18;18.000;1;1.000;61.000;18.000;0;0.000;0;0.000;0;0.000;6
csvs/08_23022_50.csv;1;132;132.000;25;25.000;11;11.000;12.000;2.273;0;0.000;0;0.000;0;0.000;0
csvs/08_23023_50.csv;1;163;163.000;20;20.000;12;12.000;13.583;1.667;0;0.000;0;0.000;0;0.000;12
csvs/08_23026_50.csv;1;132;132.000;25;25.000;11;11.000;12.000;2.273;0;0.000;0;0.000;0;0.000;0
csvs/08_23027_50.csv;1;163;163.000;20;20.000;12;12.000;13.583;1.667;0;0.000;0;0.000;0;0.000;12
csvs/08_23029_50.csv;1;151;151.000;16;16.000;7;7.000;21.571;2.286;0;0.000;0;0.000;0;0.000;12
csvs/08_23031_50.csv;1;151;151.000;16;16.000;7;7.000;21.571;2.286;0;0.000;0;0.000;0;0.000;12
csvs/08_23040_50.csv;1;59;59.000;13;13.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;6
csvs/08_23044_50.csv;1;59;59.000;13;13.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;6
csvs/08_23048_50.csv;1;91;91.000;16;16.000;2;2.000;45.500;8.000;0;0.000;0;0.000;0;0.000;11
csvs/08_23051_50.csv;1;91;91.000;16;16.000;2;2.000;45.500;8.000;0;0.000;0;0.000;0;0.000;11
csvs/08_23054_50.csv;1;58;58.000;10;10.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;7
csvs/08_23057_50.csv;1;62;62.000;11;11.000;6;6.000;10.333;1.833;0;0.000;0;0.000;0;0.000;7
csvs/08_23060_50.csv;1;70;70.000;20;20.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;5
csvs/08_23063_50.csv;1;84;84.000;20;20.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;5
csvs/08_23066_25.csv;1;156;156.000;50;50.000;1;1.000;156.000;50.000;0;0.000;0;0.000;0;0.000;4
csvs/08_23069_25.csv;1;156;156.000;50;50.000;1;1.000;156.000;50.000;0;0.000;0;0.000;0;0.000;4
csvs/08_23072_25.csv;1;66;66.000;13;13.000;3;3.000;22.000;4.333;0;0.000;0;0.000;0;0.000;4
csvs/08_23075_25.csv;1;67;67.000;12;12.000;1;1.000;67.000;12.000;0;0.000;0;0.000;0;0.000;8
csvs/08_23077_5.csv;1;63;63.000;20;20.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;3
csvs/08_23084_15.csv;1;27;27.000;5;5.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;3
csvs/08_23087_15.csv;1;27;27.000;5;5.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;3
csvs/08_23114_25.csv;1;81;81.000;18;18.000;10;10.000;8.100;1.800;0;0.000;0;0.000;0;0.000;1
csvs/08_23118_25.csv;1;81;81.000;18;18.000;10;10.000;8.100;1.800;0;0.000;0;0.000;0;0.000;1
csvs/08_2314_50.csv;0;11;******;0;******;3;******;------;------;0;********;0;********;0;********;11
csvs/08_23155_50.csv;1;131;131.000;30;30.000;1;1.000;131.000;30.000;0;0.000;0;0.000;0;0.000;1
csvs/08_23157_50.csv;1;131;131.000;30;30.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_23160_50.csv;1;96;96.000;17;17.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_23163_50.csv;1;96;96.000;17;17.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_23166_15.csv;1;35;35.000;7;7.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_23170_15.csv;1;35;35.000;7;7.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_23180_25.csv;1;42;42.000;8;8.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_23184_25.csv;1;42;42.000;8;8.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_23187_5.csv;1;30;30.000;5;5.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_23194_50.csv;1;64;64.000;13;13.000;4;4.000;16.000;3.250;0;0.000;0;0.000;0;0.000;2
csvs/08_23198_50.csv;1;64;64.000;13;13.000;4;4.000;16.000;3.250;0;0.000;0;0.000;0;0.000;2
csvs/08_23201_50.csv;1;89;89.000;15;15.000;4;4.000;22.250;3.750;0;0.000;0;0.000;0;0.000;1
csvs/08_23204_50.csv;1;83;83.000;13;13.000;4;4.000;20.750;3.250;0;0.000;0;0.000;0;0.000;1
csvs/08_2320_50.csv;0;11;******;0;******;3;******;------;------;0;********;0;********;0;********;11
csvs/08_23209_5.csv;1;48;48.000;7;7.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_23264_55.csv;1;49;49.000;10;10.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_2326_50.csv;1;28;28.000;0;0.000;6;6.000;4.667;------;0;0.000;0;0.000;0;0.000;12
csvs/08_23268_55.csv;1;49;49.000;10;10.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_23273_55.csv;1;67;67.000;13;13.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_23277_55.csv;1;67;67.000;13;13.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_23286_30.csv;1;28;28.000;8;8.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_23290_30.csv;1;76;76.000;27;27.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_23294_30.csv;1;30;30.000;6;6.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_23299_25.csv;1;130;130.000;70;70.000;1;1.000;130.000;70.000;0;0.000;0;0.000;0;0.000;5
csvs/08_23303_25.csv;1;130;130.000;70;70.000;1;1.000;130.000;70.000;0;0.000;0;0.000;0;0.000;5
csvs/08_23307_25.csv;1;27;27.000;12;12.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_23310_25.csv;1;32;32.000;9;9.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_23312_5.csv;1;31;31.000;15;15.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_2332_50.csv;1;28;28.000;0;0.000;6;6.000;4.667;------;0;0.000;0;0.000;0;0.000;12
csvs/08_23326_25.csv;1;122;122.000;28;28.000;9;9.000;13.556;3.111;0;0.000;0;0.000;0;0.000;3
csvs/08_23329_25.csv;1;122;122.000;28;28.000;9;9.000;13.556;3.111;0;0.000;0;0.000;0;0.000;3
csvs/08_23333_15.csv;1;24;24.000;5;5.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;3
csvs/08_23335_15.csv;1;86;86.000;22;22.000;17;17.000;5.059;1.294;0;0.000;0;0.000;0;0.000;6
csvs/08_23337_25.csv;1;35;35.000;8;8.000;17;17.000;2.059;0.471;0;0.000;0;0.000;0;0.000;2
csvs/08_23339_25.csv;1;35;35.000;8;8.000;17;17.000;2.059;0.471;0;0.000;0;0.000;0;0.000;2
csvs/08_23341_25.csv;1;60;60.000;17;17.000;17;17.000;3.529;1.000;0;0.000;0;0.000;0;0.000;5
csvs/08_23345_10.csv;1;74;74.000;18;18.000;1;1.000;74.000;18.000;0;0.000;0;0.000;0;0.000;7
csvs/08_23347_10.csv;1;52;52.000;11;11.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;6
csvs/08_23353_30.csv;1;72;72.000;12;12.000;3;3.000;24.000;4.000;0;0.000;0;0.000;0;0.000;13
csvs/08_23355_30.csv;1;72;72.000;12;12.000;3;3.000;24.000;4.000;0;0.000;0;0.000;0;0.000;13
csvs/08_23357_30.csv;4;98;24.500;13;3.250;17;4.250;5.765;0.765;0;0.000;0;0.000;0;0.000;10
csvs/08_23360_5.csv;1;56;56.000;5;5.000;9;9.000;6.222;0.556;0;0.000;0;0.000;0;0.000;13
csvs/08_23362_30.csv;1;66;66.000;8;8.000;14;14.000;4.714;0.571;0;0.000;0;0.000;0;0.000;11
csvs/08_23364_30.csv;1;66;66.000;8;8.000;14;14.000;4.714;0.571;0;0.000;0;0.000;0;0.000;11
csvs/08_23366_30.csv;1;77;77.000;6;6.000;11;11.000;7.000;0.545;0;0.000;0;0.000;0;0.000;11
csvs/08_23369_20.csv;4;141;35.250;15;3.750;12;3.000;11.750;1.250;0;0.000;0;0.000;0;0.000;27
csvs/08_23371_20.csv;4;141;35.250;15;3.750;12;3.000;11.750;1.250;0;0.000;0;0.000;0;0.000;27
csvs/08_23373_20.csv;1;68;68.000;7;7.000;11;11.000;6.182;0.636;0;0.000;0;0.000;0;0.000;13
csvs/08_23387_30.csv;1;43;43.000;3;3.000;1;1.000;43.000;------;0;0.000;0;0.000;0;0.000;5
csvs/08_23390_30.csv;1;69;69.000;8;8.000;1;1.000;69.000;8.000;0;0.000;0;0.000;0;0.000;4
csvs/08_23393_30.csv;1;69;69.000;8;8.000;1;1.000;69.000;8.000;0;0.000;0;0.000;0;0.000;4
csvs/08_2339_40.csv;1;22;22.000;1;1.000;6;6.000;3.667;------;0;0.000;0;0.000;0;0.000;10
csvs/08_23396_25.csv;1;34;34.000;1;1.000;0;0.000;******;------;0;0.000;0;0.000;0;0.000;4
csvs/08_23400_25.csv;1;34;34.000;1;1.000;0;0.000;******;------;0;0.000;0;0.000;0;0.000;4
csvs/08_23403_25.csv;1;69;69.000;11;11.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;23
csvs/08_23406_25.csv;2;71;35.500;7;3.500;0;0.000;******;******;0;0.000;0;0.000;0;0.000;5
csvs/08_23408_25.csv;3;71;23.667;7;2.333;0;0.000;******;******;0;0.000;0;0.000;0;0.000;5
csvs/08_23410_25.csv;1;25;25.000;2;2.000;0;0.000;******;------;0;0.000;0;0.000;0;0.000;4
csvs/08_23412_25.csv;1;35;35.000;4;4.000;0;0.000;******;------;0;0.000;0;0.000;0;0.000;6
csvs/08_23413_5.csv;1;35;35.000;8;8.000;2;2.000;17.500;4.000;0;0.000;0;0.000;0;0.000;5
csvs/08_2345_40.csv;1;22;22.000;1;1.000;6;6.000;3.667;------;0;0.000;0;0.000;0;0.000;10
csvs/08_23476_50.csv;1;105;105.000;26;26.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_23478_50.csv;1;105;105.000;26;26.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_23480_50.csv;1;129;129.000;25;25.000;2;2.000;64.500;12.500;0;0.000;0;0.000;0;0.000;5
csvs/08_23483_50.csv;1;129;129.000;25;25.000;2;2.000;64.500;12.500;0;0.000;0;0.000;0;0.000;5
csvs/08_23485_5.csv;1;44;44.000;5;5.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_2352_40.csv;1;22;22.000;1;1.000;6;6.000;3.667;------;0;0.000;0;0.000;0;0.000;10
csvs/08_23526_40.csv;1;28;28.000;10;10.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_23530_40.csv;1;31;31.000;8;8.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;6
csvs/08_23534_15.csv;1;70;70.000;20;20.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;11
csvs/08_23538_15.csv;1;26;26.000;3;3.000;0;0.000;******;------;0;0.000;0;0.000;0;0.000;6
csvs/08_23612_21.csv;1;72;72.000;16;16.000;18;18.000;4.000;0.889;0;0.000;0;0.000;0;0.000;6
csvs/08_23616_21.csv;1;72;72.000;16;16.000;18;18.000;4.000;0.889;0;0.000;0;0.000;0;0.000;6
csvs/08_23620_21.csv;1;74;74.000;45;45.000;18;18.000;4.111;2.500;0;0.000;0;0.000;0;0.000;6
csvs/08_2362_50.csv;3;16;5.333;2;0.667;3;1.000;------;------;0;0.000;0;0.000;0;0.000;3
csvs/08_23628_30.csv;1;58;58.000;11;11.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_23631_30.csv;1;58;58.000;11;11.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;1
csvs/08_23634_30.csv;1;149;149.000;30;30.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;6
csvs/08_2368_50.csv;3;16;5.333;2;0.667;3;1.000;------;------;0;0.000;0;0.000;0;0.000;3
csvs/08_23708_55.csv;1;37;37.000;11;11.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_23710_55.csv;1;37;37.000;11;11.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;4
csvs/08_23712_55.csv;1;93;93.000;20;20.000;4;4.000;23.250;5.000;0;0.000;0;0.000;0;0.000;9
csvs/08_23715_55.csv;1;93;93.000;20;20.000;4;4.000;23.250;5.000;0;0.000;0;0.000;0;0.000;9
csvs/08_23718_55.csv;1;48;48.000;17;17.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;3
csvs/08_23720_50.csv;1;43;43.000;17;17.000;1;1.000;43.000;17.000;0;0.000;0;0.000;0;0.000;5
csvs/08_23724_50.csv;1;43;43.000;17;17.000;1;1.000;43.000;17.000;0;0.000;0;0.000;0;0.000;5
csvs/08_23728_50.csv;1;52;52.000;17;17.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;6
csvs/08_23732_50.csv;1;63;63.000;19;19.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;6
csvs/08_23734_25.csv;1;63;63.000;13;13.000;1;1.000;63.000;13.000;0;0.000;0;0.000;0;0.000;6
csvs/08_23736_25.csv;1;63;63.000;13;13.000;1;1.000;63.000;13.000;0;0.000;0;0.000;0;0.000;6
csvs/08_23738_25.csv;1;24;24.000;8;8.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;3
csvs/08_23741_25.csv;1;30;30.000;10;10.000;0;0.000;******;******;0;0.000;0;0.000;0;0.000;3
