#file_name;cnt_classes;max_member_funs;max_nested_loops;max_nesting_depth;max_params_in_decl;member_funs;member_vars;min_member_funs
amthabet_12_4458_63.srcml;0.000000;0.000000;3.000000;4.000000;3.000000;0.000000;0.000000;150000.000000
amthabet_12_4461_63.srcml;0.000000;0.000000;3.000000;4.000000;2.000000;0.000000;0.000000;150000.000000
amthabet_12_4463_63.srcml;0.000000;0.000000;3.000000;4.000000;2.000000;0.000000;0.000000;150000.000000
amthabet_12_4465_63.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
amthabet_12_4468_14.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
amthabet_12_4471_14.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
amthabet_13_5222_115.srcml;0.000000;0.000000;2.000000;3.000000;2.000000;0.000000;0.000000;150000.000000
amthabet_13_5226_115.srcml;0.000000;0.000000;2.000000;3.000000;2.000000;0.000000;0.000000;150000.000000
amthabet_13_5230_115.srcml;0.000000;0.000000;4.000000;5.000000;0.000000;0.000000;0.000000;150000.000000
amthabet_13_5234_115.srcml;0.000000;0.000000;4.000000;5.000000;0.000000;0.000000;0.000000;150000.000000
amthabet_13_5238_115.srcml;0.000000;0.000000;2.000000;3.000000;1.000000;0.000000;0.000000;150000.000000
amthabet_13_5242_115.srcml;0.000000;0.000000;2.000000;3.000000;1.000000;0.000000;0.000000;150000.000000
amthabet_13_5244_64.srcml;0.000000;0.000000;2.000000;3.000000;2.000000;0.000000;0.000000;150000.000000
amthabet_13_5246_64.srcml;0.000000;0.000000;2.000000;3.000000;2.000000;0.000000;0.000000;150000.000000
amthabet_13_5248_64.srcml;0.000000;0.000000;2.000000;3.000000;3.000000;0.000000;0.000000;150000.000000
amthabet_13_5250_64.srcml;0.000000;0.000000;2.000000;3.000000;3.000000;0.000000;0.000000;150000.000000
amthabet_13_5252_20.srcml;0.000000;0.000000;1.000000;2.000000;2.000000;0.000000;0.000000;150000.000000
amthabet_13_5254_20.srcml;0.000000;0.000000;1.000000;2.000000;2.000000;0.000000;0.000000;150000.000000
amucoder_09_5523_43.srcml;0.000000;0.000000;2.000000;3.000000;6.000000;0.000000;0.000000;150000.000000
amucoder_09_5525_43.srcml;0.000000;0.000000;2.000000;3.000000;6.000000;0.000000;0.000000;150000.000000
amucoder_09_5527_43.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
amucoder_10_5670_33.srcml;0.000000;0.000000;1.000000;2.000000;0.000000;0.000000;0.000000;150000.000000
amucoder_10_5672_33.srcml;0.000000;0.000000;1.000000;2.000000;0.000000;0.000000;0.000000;150000.000000
amucoder_10_5675_58.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
amucoder_10_5678_58.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
amucoder_10_5681_58.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
amucoder_10_5686_58.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
amucoder_11_7770_70.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
amucoder_11_7772_70.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
amucoder_11_7774_70.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
amucoder_11_7776_70.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
amucoder_11_7778_70.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
amucoder_11_7781_70.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
amucoder_11_7784_20.srcml;0.000000;0.000000;4.000000;5.000000;0.000000;0.000000;0.000000;150000.000000
amucoder_11_7786_20.srcml;0.000000;0.000000;4.000000;5.000000;0.000000;0.000000;0.000000;150000.000000
amucoder_12_6937_60.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
amucoder_12_6939_60.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
amucoder_12_6941_60.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
amucoder_12_6943_60.srcml;0.000000;0.000000;4.000000;5.000000;2.000000;0.000000;0.000000;150000.000000
amucoder_12_6945_60.srcml;0.000000;0.000000;4.000000;5.000000;2.000000;0.000000;0.000000;150000.000000
amucoder_12_6947_16.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
amucoder_12_6949_16.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
Anchal_10_16979_43.srcml;0.000000;0.000000;1.000000;2.000000;0.000000;0.000000;0.000000;150000.000000
Anchal_10_16982_43.srcml;0.000000;0.000000;1.000000;2.000000;0.000000;0.000000;0.000000;150000.000000
Anchal_10_16985_43.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
Anchal_10_16987_26.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
Anchal_10_16989_26.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
andrehahn_12_19153_60.srcml;0.000000;0.000000;2.000000;3.000000;2.000000;0.000000;0.000000;150000.000000
andrehahn_12_19155_60.srcml;0.000000;0.000000;2.000000;3.000000;2.000000;0.000000;0.000000;150000.000000
andrehahn_12_19156_60.srcml;0.000000;0.000000;2.000000;3.000000;2.000000;0.000000;0.000000;150000.000000
andrehahn_12_19158_60.srcml;0.000000;0.000000;3.000000;4.000000;3.000000;0.000000;0.000000;150000.000000
andrehahn_12_19160_60.srcml;0.000000;0.000000;3.000000;4.000000;3.000000;0.000000;0.000000;150000.000000
andres3_09_14993_99.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
andres3_09_14995_99.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
andres3_09_14997_99.srcml;0.000000;0.000000;4.000000;5.000000;2.000000;0.000000;0.000000;150000.000000
andres3_09_14999_99.srcml;0.000000;0.000000;4.000000;5.000000;2.000000;0.000000;0.000000;150000.000000
andres3_09_15001_99.srcml;0.000000;0.000000;1.000000;2.000000;2.000000;0.000000;0.000000;150000.000000
andres3_09_15002_99.srcml;0.000000;0.000000;1.000000;2.000000;2.000000;0.000000;0.000000;150000.000000
andres3_09_15003_49.srcml;0.000000;0.000000;2.000000;3.000000;2.000000;0.000000;0.000000;150000.000000
andres3_09_15004_49.srcml;0.000000;0.000000;2.000000;3.000000;1.000000;0.000000;0.000000;150000.000000
andres3_09_15006_49.srcml;0.000000;0.000000;2.000000;3.000000;1.000000;0.000000;0.000000;150000.000000
andres3_09_15008_16.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
andres3_09_15010_16.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
andres3_10_15068_99.srcml;0.000000;0.000000;1.000000;2.000000;0.000000;0.000000;0.000000;150000.000000
andres3_10_15070_99.srcml;0.000000;0.000000;1.000000;2.000000;0.000000;0.000000;0.000000;150000.000000
andres3_10_15074_99.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
andres3_10_15076_99.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
andres3_10_15078_23.srcml;0.000000;0.000000;2.000000;5.000000;0.000000;0.000000;0.000000;150000.000000
andres3_10_15080_23.srcml;0.000000;0.000000;2.000000;5.000000;0.000000;0.000000;0.000000;150000.000000
andres3_10_15081_25.srcml;0.000000;0.000000;3.000000;4.000000;3.000000;0.000000;0.000000;150000.000000
andres3_10_15083_25.srcml;0.000000;0.000000;3.000000;4.000000;3.000000;0.000000;0.000000;150000.000000
andres3_12_15642_60.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
andres3_12_15643_60.srcml;0.000000;0.000000;3.000000;4.000000;2.000000;0.000000;0.000000;150000.000000
andres3_12_15644_60.srcml;0.000000;0.000000;3.000000;4.000000;2.000000;0.000000;0.000000;150000.000000
andres3_12_15645_60.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
andres3_12_15648_60.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
andres3_12_15650_63.srcml;0.000000;0.000000;3.000000;4.000000;3.000000;0.000000;0.000000;150000.000000
andres3_12_15652_63.srcml;0.000000;0.000000;3.000000;4.000000;3.000000;0.000000;0.000000;150000.000000
andres3_12_15654_63.srcml;0.000000;0.000000;3.000000;4.000000;2.000000;0.000000;0.000000;150000.000000
andres3_12_15656_63.srcml;0.000000;0.000000;3.000000;4.000000;2.000000;0.000000;0.000000;150000.000000
andres3_12_15657_63.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
andres3_12_15658_14.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
andres3_12_15659_14.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
andres3_14_16441_25.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
andres3_14_16443_25.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
andres3_14_16445_25.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
andres3_14_16447_38.srcml;0.000000;0.000000;3.000000;4.000000;2.000000;0.000000;0.000000;150000.000000
andres3_14_16450_38.srcml;0.000000;0.000000;2.000000;3.000000;2.000000;0.000000;0.000000;150000.000000
andres3_14_16454_38.srcml;0.000000;0.000000;2.000000;3.000000;2.000000;0.000000;0.000000;150000.000000
andres3_14_16457_55.srcml;0.000000;0.000000;3.000000;4.000000;1.000000;0.000000;0.000000;150000.000000
andres3_14_16459_55.srcml;0.000000;0.000000;3.000000;4.000000;1.000000;0.000000;0.000000;150000.000000
andres3_14_16461_55.srcml;0.000000;0.000000;2.000000;3.000000;3.000000;0.000000;0.000000;150000.000000
andres3_14_16464_55.srcml;0.000000;0.000000;2.000000;3.000000;3.000000;0.000000;0.000000;150000.000000
andres3_14_16467_31.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
andres3_14_16469_31.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
andres3_14_16472_31.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
andres3_14_16474_31.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
anduno_09_16784_43.srcml;0.000000;0.000000;4.000000;5.000000;0.000000;0.000000;0.000000;150000.000000
anduno_09_16785_43.srcml;0.000000;0.000000;4.000000;5.000000;0.000000;0.000000;0.000000;150000.000000
anduno_09_16786_43.srcml;0.000000;0.000000;3.000000;4.000000;3.000000;0.000000;0.000000;150000.000000
anduno_09_16787_8.srcml;0.000000;0.000000;3.000000;4.000000;2.000000;0.000000;0.000000;150000.000000
anduno_10_16907_43.srcml;0.000000;0.000000;1.000000;2.000000;0.000000;0.000000;0.000000;150000.000000
anduno_10_16908_43.srcml;0.000000;0.000000;1.000000;2.000000;0.000000;0.000000;0.000000;150000.000000
anduno_10_16909_43.srcml;0.000000;0.000000;1.000000;2.000000;0.000000;0.000000;0.000000;150000.000000
anduno_10_16910_23.srcml;0.000000;0.000000;4.000000;5.000000;7.000000;0.000000;0.000000;150000.000000
anduno_10_16911_23.srcml;0.000000;0.000000;4.000000;5.000000;7.000000;0.000000;0.000000;150000.000000
anduno_10_16912_58.srcml;0.000000;0.000000;3.000000;4.000000;4.000000;0.000000;0.000000;150000.000000
anduno_10_16913_58.srcml;0.000000;0.000000;3.000000;4.000000;4.000000;0.000000;0.000000;150000.000000
anduno_10_16914_58.srcml;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;150000.000000
anduno_10_16915_58.srcml;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;150000.000000
anduno_10_16917_6.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
Anes_11_14282_55.srcml;0.000000;0.000000;2.000000;3.000000;1.000000;0.000000;0.000000;150000.000000
Anes_11_14286_55.srcml;0.000000;0.000000;2.000000;3.000000;1.000000;0.000000;0.000000;150000.000000
Anes_11_14290_55.srcml;0.000000;0.000000;3.000000;4.000000;1.000000;0.000000;0.000000;150000.000000
Anes_11_14294_55.srcml;0.000000;0.000000;3.000000;4.000000;1.000000;0.000000;0.000000;150000.000000
Anes_11_14298_55.srcml;0.000000;0.000000;3.000000;4.000000;2.000000;0.000000;0.000000;150000.000000
Anes_11_14302_20.srcml;0.000000;0.000000;2.000000;3.000000;1.000000;0.000000;0.000000;150000.000000
Anes_11_14306_20.srcml;0.000000;0.000000;2.000000;3.000000;1.000000;0.000000;0.000000;150000.000000
Anes_11_14310_20.srcml;0.000000;0.000000;3.000000;4.000000;1.000000;0.000000;0.000000;150000.000000
Anes_11_14313_20.srcml;0.000000;0.000000;3.000000;4.000000;1.000000;0.000000;0.000000;150000.000000
Anes_11_14315_40.srcml;0.000000;0.000000;3.000000;4.000000;1.000000;0.000000;0.000000;150000.000000
Anes_11_14319_40.srcml;0.000000;0.000000;3.000000;4.000000;1.000000;0.000000;0.000000;150000.000000
Anes_11_14324_40.srcml;0.000000;0.000000;2.000000;3.000000;2.000000;0.000000;0.000000;150000.000000
Anes_11_14327_40.srcml;0.000000;0.000000;3.000000;4.000000;1.000000;0.000000;0.000000;150000.000000
Anes_12_13929_35.srcml;0.000000;0.000000;2.000000;3.000000;1.000000;0.000000;0.000000;150000.000000
Anes_12_13933_35.srcml;0.000000;0.000000;2.000000;3.000000;1.000000;0.000000;0.000000;150000.000000
Anes_12_13937_35.srcml;0.000000;0.000000;2.000000;3.000000;1.000000;0.000000;0.000000;150000.000000
Anes_12_13940_16.srcml;0.000000;0.000000;2.000000;3.000000;1.000000;0.000000;0.000000;150000.000000
Anes_12_13945_28.srcml;0.000000;0.000000;4.000000;5.000000;1.000000;0.000000;0.000000;150000.000000
Anes_12_13948_28.srcml;0.000000;0.000000;4.000000;5.000000;1.000000;0.000000;0.000000;150000.000000
Anes_13_14106_40.srcml;0.000000;0.000000;3.000000;4.000000;1.000000;0.000000;0.000000;150000.000000
Anes_13_14109_40.srcml;0.000000;0.000000;3.000000;4.000000;1.000000;0.000000;0.000000;150000.000000
Anes_13_14112_40.srcml;0.000000;0.000000;2.000000;3.000000;1.000000;0.000000;0.000000;150000.000000
Anes_13_14116_24.srcml;0.000000;0.000000;2.000000;3.000000;1.000000;0.000000;0.000000;150000.000000
Anes_13_14118_24.srcml;0.000000;0.000000;2.000000;3.000000;1.000000;0.000000;0.000000;150000.000000
Anes_13_14121_10.srcml;0.000000;0.000000;3.000000;4.000000;2.000000;0.000000;0.000000;150000.000000
anhpp_09_6578_66.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
anhpp_09_6581_66.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
anhpp_09_6584_66.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
anhpp_09_6587_66.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
anhpp_09_6589_56.srcml;0.000000;0.000000;4.000000;5.000000;1.000000;0.000000;0.000000;150000.000000
anhpp_09_6590_56.srcml;0.000000;0.000000;4.000000;5.000000;1.000000;0.000000;0.000000;150000.000000
anhpp_09_6592_56.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
anhpp_09_6594_56.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
ani1985_14_16299_36.srcml;0.000000;0.000000;0.000000;1.000000;2.000000;0.000000;0.000000;150000.000000
ani1985_14_16302_36.srcml;0.000000;0.000000;0.000000;1.000000;2.000000;0.000000;0.000000;150000.000000
ani1985_14_16305_36.srcml;0.000000;0.000000;0.000000;1.000000;2.000000;0.000000;0.000000;150000.000000
ani1985_14_16308_36.srcml;0.000000;0.000000;2.000000;3.000000;5.000000;0.000000;0.000000;150000.000000
anikaitshivam_14_3377_55.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
anikaitshivam_14_3379_55.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
anikaitshivam_14_3381_55.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
anikaitshivam_14_3383_55.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
anikaitshivam_14_3385_55.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
anikaitshivam_14_3386_8.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
anikaitshivam_14_3390_20.srcml;0.000000;0.000000;1.000000;2.000000;2.000000;0.000000;0.000000;150000.000000
anikaitshivam_14_3394_20.srcml;0.000000;0.000000;1.000000;2.000000;2.000000;0.000000;0.000000;150000.000000
anirudh300_13_11291_80.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
anirudh300_13_11293_80.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
anirudh300_13_11295_80.srcml;0.000000;0.000000;4.000000;5.000000;0.000000;0.000000;0.000000;150000.000000
anirudh300_13_11297_80.srcml;0.000000;0.000000;4.000000;5.000000;0.000000;0.000000;0.000000;150000.000000
anirudh300_13_11299_80.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
anirudh300_13_11301_24.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
anirudh300_13_11303_24.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
anirudhmodi_12_17049_60.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
anirudhmodi_12_17050_60.srcml;0.000000;0.000000;3.000000;4.000000;3.000000;0.000000;0.000000;150000.000000
anirudhmodi_12_17051_60.srcml;0.000000;0.000000;3.000000;4.000000;3.000000;0.000000;0.000000;150000.000000
anirudhmodi_12_17052_60.srcml;0.000000;0.000000;1.000000;2.000000;2.000000;0.000000;0.000000;150000.000000
anirudhmodi_12_17053_60.srcml;0.000000;0.000000;1.000000;2.000000;2.000000;0.000000;0.000000;150000.000000
ankcoder_12_6227_35.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
ankcoder_12_6230_35.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
ankcoder_12_6233_35.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
ankit1991_09_18934_99.srcml;0.000000;0.000000;0.000000;3.000000;2.000000;0.000000;0.000000;150000.000000
ankit1991_09_18935_99.srcml;0.000000;0.000000;0.000000;3.000000;2.000000;0.000000;0.000000;150000.000000
ankit1991_09_18937_99.srcml;0.000000;0.000000;0.000000;4.000000;2.000000;0.000000;0.000000;150000.000000
ankit1991_09_18938_99.srcml;0.000000;0.000000;0.000000;4.000000;2.000000;0.000000;0.000000;150000.000000
ankit1991_09_18939_99.srcml;0.000000;0.000000;1.000000;2.000000;2.000000;0.000000;0.000000;150000.000000
ankit1991_09_18941_99.srcml;0.000000;0.000000;1.000000;2.000000;2.000000;0.000000;0.000000;150000.000000
ankit1991_09_18943_35.srcml;0.000000;0.000000;0.000000;2.000000;0.000000;0.000000;0.000000;150000.000000
ankit1991_09_18945_35.srcml;0.000000;0.000000;0.000000;2.000000;0.000000;0.000000;0.000000;150000.000000
ankit1991_09_18947_50.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
ankit1991_09_18949_50.srcml;0.000000;0.000000;1.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
ankit1991_09_18950_50.srcml;0.000000;0.000000;1.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
ankit1991_09_18951_50.srcml;0.000000;0.000000;3.000000;5.000000;0.000000;0.000000;0.000000;150000.000000
AnkitBhatnagarCoder_12_17729_35.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
AnkitBhatnagarCoder_12_17731_35.srcml;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;150000.000000
AnkitBhatnagarCoder_12_17734_35.srcml;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;150000.000000
ankuagarwal_11_2520_25.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
ankuagarwal_11_2523_25.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
ankuagarwal_11_2526_20.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
ankuagarwal_11_2529_20.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
ankuagarwal_11_2533_20.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
ankuagarwal_11_2537_20.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
ankuagarwal_12_2121_60.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
ankuagarwal_12_2125_60.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
ankuagarwal_12_2127_60.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
ankuagarwal_12_2130_60.srcml;0.000000;0.000000;2.000000;3.000000;2.000000;0.000000;0.000000;150000.000000
ankuagarwal_12_2133_60.srcml;0.000000;0.000000;2.000000;3.000000;2.000000;0.000000;0.000000;150000.000000
ankuagarwal_12_2136_10.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
ankuagarwal_12_2139_28.srcml;0.000000;0.000000;3.000000;4.000000;1.000000;0.000000;0.000000;150000.000000
ankuagarwal_12_2142_28.srcml;0.000000;0.000000;3.000000;4.000000;1.000000;0.000000;0.000000;150000.000000
Annanda_12_14448_45.srcml;0.000000;0.000000;2.000000;3.000000;3.000000;0.000000;0.000000;150000.000000
Annanda_12_14451_45.srcml;0.000000;0.000000;2.000000;3.000000;3.000000;0.000000;0.000000;150000.000000
Annanda_12_14455_45.srcml;0.000000;0.000000;2.000000;3.000000;3.000000;0.000000;0.000000;150000.000000
Annanda_12_14460_45.srcml;0.000000;0.000000;3.000000;4.000000;3.000000;0.000000;0.000000;150000.000000
anshumandear_09_16446_99.srcml;0.000000;0.000000;2.000000;3.000000;2.000000;0.000000;0.000000;150000.000000
anshumandear_09_16449_99.srcml;0.000000;0.000000;2.000000;3.000000;2.000000;0.000000;0.000000;150000.000000
anshumandear_09_16452_99.srcml;0.000000;0.000000;3.000000;4.000000;2.000000;0.000000;0.000000;150000.000000
anshumandear_09_16455_99.srcml;0.000000;0.000000;3.000000;4.000000;2.000000;0.000000;0.000000;150000.000000
anshumandear_09_16458_99.srcml;0.000000;0.000000;4.000000;5.000000;0.000000;0.000000;0.000000;150000.000000
anshumandear_09_16460_99.srcml;0.000000;0.000000;4.000000;5.000000;0.000000;0.000000;0.000000;150000.000000
anshumandear_09_16462_19.srcml;0.000000;0.000000;3.000000;4.000000;1.000000;0.000000;0.000000;150000.000000
anshumandear_09_16465_19.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
anshumandear_10_16587_76.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
anshumandear_10_16589_76.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
anshumandear_10_16591_76.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
anshumandear_10_16592_70.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
anshumandear_10_16593_70.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
anshumandear_10_16594_70.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
anshumandear_10_16595_70.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
anshumandear_10_16596_70.srcml;0.000000;0.000000;1.000000;2.000000;1.000000;0.000000;0.000000;150000.000000
anshumandear_10_16597_16.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
anshumandear_10_16598_16.srcml;0.000000;0.000000;4.000000;5.000000;0.000000;0.000000;0.000000;150000.000000
anshumandear_12_17175_60.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
anshumandear_12_17176_60.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
anshumandear_12_17177_60.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
anshumandear_12_17178_60.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
anshumandear_12_17179_60.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
anshumandear_12_17180_28.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
anshumandear_12_17181_28.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
AntiMatter_08_2415_65.srcml;0.000000;0.000000;4.000000;5.000000;0.000000;0.000000;0.000000;150000.000000
AntiMatter_08_2418_65.srcml;0.000000;0.000000;4.000000;5.000000;0.000000;0.000000;0.000000;150000.000000
AntiMatter_08_2420_65.srcml;0.000000;0.000000;4.000000;5.000000;2.000000;0.000000;0.000000;150000.000000
AntiMatter_08_2422_65.srcml;0.000000;0.000000;3.000000;4.000000;2.000000;0.000000;0.000000;150000.000000
AntiMatter_08_2426_65.srcml;0.000000;0.000000;3.000000;4.000000;1.000000;0.000000;0.000000;150000.000000
AntiMatter_08_2429_25.srcml;0.000000;0.000000;2.000000;3.000000;2.000000;0.000000;0.000000;150000.000000
AntiMatter_08_2432_25.srcml;0.000000;0.000000;2.000000;3.000000;2.000000;0.000000;0.000000;150000.000000
AntiMatter_08_2436_25.srcml;0.000000;0.000000;5.000000;6.000000;6.000000;0.000000;0.000000;150000.000000
AntiMatter_08_2440_25.srcml;0.000000;0.000000;2.000000;3.000000;0.000000;0.000000;0.000000;150000.000000
AntiMatter_08_2446_30.srcml;0.000000;0.000000;3.000000;4.000000;6.000000;0.000000;0.000000;150000.000000
AntiMatter_08_2452_30.srcml;0.000000;0.000000;3.000000;4.000000;6.000000;0.000000;0.000000;150000.000000
AntiMatter_08_2458_30.srcml;0.000000;0.000000;3.000000;4.000000;0.000000;0.000000;0.000000;150000.000000
AntiMatter_08_2461_47.srcml;0.000000;0.000000;3.000000;4.000000;1.000000;0.000000;0.000000;150000.000000
